"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"VTL","Vital Therapies, Inc.","8.4","255575762.4","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtl",
"VVUS","VIVUS, Inc.","0.98","101955284.9","n/a","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vvus",
"VOD","Vodafone Group Plc","30.69","12176654689.98","396762942","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vod",
"VLTC","Voltari Corporation","3.53","31751693.42","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vltc",
"VOXX","VOXX International Corporation","5.04","121768032.96","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/voxx",
"VYGR","Voyager Therapeutics, Inc.","12.67","338912870.8","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/vygr",
"VRNG","Vringo, Inc.","1.58","1780988.64","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vrng",
"VSEC","VSE Corporation","57.2","307442163.6","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsec",
"VTVT","vTv Therapeutics Inc.","6.66","218531250","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtvt",
"VUZI","Vuzix Corporation","5.17","83027273.78","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/vuzi",
"VWR","VWR Corporation","25.63","3366723481","n/a","2014","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/vwr",
"WGBS","WaferGen Bio-systems, Inc.","0.586","8471598.658","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wgbs",
"WBA","Walgreens Boots Alliance, Inc.","80.7","87054872489.7","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/wba",
"WRES","Warren Resources, Inc.","0.102","8690753.532","n/a","2004","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wres",
"WAFD","Washington Federal, Inc.","21.36","1987309686.48","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wafd",
"WAFDW","Washington Federal, Inc.","5.63","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wafdw",
"WASH","Washington Trust Bancorp, Inc.","35.63","605765475.91","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wash",
"WFBI","WashingtonFirst Bankshares Inc","21.38","224887689.38","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfbi",
"WSBF","Waterstone Financial, Inc.","13.77","405243719.28","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wsbf",
"WVE","WAVE Life Sciences Ltd.","15.31","329952286.13","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/wve",
"WAVX","Wave Systems Corp.","1.26","766458","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/wavx",
"WAYN","Wayne Savings Bancshares Inc.","13.0001","36164185.1839","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wayn",
"WSTG","Wayside Technology Group, Inc.","19.24","90880678.72","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/wstg",
"WDFC","WD-40 Company","98.76","1422047906.52","n/a","1973","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wdfc",
"FLAG","WeatherStorm Forensic Accounting Long Short ETF","27.5","11000000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/flag",
"WEB","Web.com Group, Inc.","18.11","921267652.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/web",
"WBMD","WebMD Health Corp","48.24","1808022947.04","n/a","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wbmd",
"WB","Weibo Corporation","16.02","756961276.32","47251016","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wb",
"WEBK","Wellesley Bancorp, Inc.","18.8595","46434691.611","n/a","2012","Finance","Banks","http://www.nasdaq.com/symbol/webk",
"WEN","Wendy&#39;s Company (The)","9.69","2650015889.88","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wen",
"WERN","Werner Enterprises, Inc.","21.78","1565828102.52","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/wern",
"WSBC","WesBanco, Inc.","27.67","1065627372.04","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsbc",
"WTBA","West Bancorporation","17.6","282734056","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtba",
"WSTC","West Corporation","17.81","1482212796.87","n/a","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wstc",
"WMAR","West Marine, Inc.","8.14","201029290.22","n/a","1993","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/wmar",
"WABC","Westamerica Bancorporation","42.05","1073458665.45","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wabc",
"WBB","Westbury Bancorp, Inc.","17.7401","76786727.8227","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/wbb",
"WSTL","Westell Technologies, Inc.","1.13","68962723.67","n/a","1995","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/wstl",
"WDC","Western Digital Corporation","46.45","10763200721.55","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/wdc",
"WFD","Westfield Financial, Inc.","8.17","149917367.63","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/wfd",
"WLB","Westmoreland Coal Company","3.93","70995277.08","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/wlb",
"WPRT","Westport Innovations Inc","1.32","84741047.16","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wprt",
"WEYS","Weyco Group, Inc.","23.9","258018759.6","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/weys",
"WHLR","Wheeler Real Estate Investment Trust, Inc.","1.49","98579319.33","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlr",
"WHLRP","Wheeler Real Estate Investment Trust, Inc.","21.397","15405840","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrp",
"WHLRW","Wheeler Real Estate Investment Trust, Inc.","0.0251","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/whlrw",
"WHF","WhiteHorse Finance, Inc.","10.29","154173598.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whf",
"WHFBL","WhiteHorse Finance, Inc.","24.1399","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/whfbl",
"WFM","Whole Foods Market, Inc.","29.41","10036701026.51","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wfm",
"WILN","Wi-Lan Inc","0.97","117217174.56","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/wiln",
"WHLM","Wilhelmina International, Inc.","6.5","37631932","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/whlm",
"WVVI","Willamette Valley Vineyards, Inc.","6.87","34056499.86","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvi",
"WVVIP","Willamette Valley Vineyards, Inc.","n/a","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvip",
"WLDN","Willdan Group, Inc.","7.67","60532268.94","n/a","2006","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/wldn",
"WLFC","Willis Lease Finance Corporation","18.14","149314748.02","n/a","1996","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/wlfc",
"WLTW","Willis Towers Watson Public Limited Company","110.38","7509271714.2","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/wltw",
"WIBC","Wilshire Bancorp, Inc.","10.29","808781775.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wibc",
"WIN","Windstream Holdings, Inc.","5.14","519329547.78","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/win",
"WING","Wingstop Inc.","24.55","701668018.1","n/a","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/wing",
"WINA","Winmark Corporation","91.65","378334041.15","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/wina",
"WINS","Wins Finance Holdings Inc.","12.19","262411045.93","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/wins",
"WTFC","Wintrust Financial Corporation","41.49","2006752929.03","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfc",
"WTFCM","Wintrust Financial Corporation","25.9","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcm",
"WTFCW","Wintrust Financial Corporation","18.77","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wtfcw",
"AGND","WisdomTree Barclays U.S. Aggregate Bond Negative Duration Fund","43.2416","34593280","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agnd",
"AGZD","WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund","47.62","66668000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agzd",
"HYND","WisdomTree BofA Merrill Lynch High Yield Bond Negative Duratio","18.322","7328800","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hynd",
"HYZD","WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fu","21.2601","19134090","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyzd",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","42.671","14934850","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cxse",
"EMCG","WisdomTree Emerging Markets Consumer Growth Fund","17.24","13792000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcg",
"EMCB","WisdomTree Emerging Markets Corporate Bond Fund","64.73","97095000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emcb",
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","17.89","10734071.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgre",
"DXGE","WisdomTree Germany Hedged Equity Fund","24.35","332377500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxge",
"WETF","WisdomTree Investments, Inc.","11.2","1549763880","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wetf",
"DXJS","WisdomTree Japan Hedged SmallCap Equity Fund","31.1","174160000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxjs",
"JGBB","WisdomTree Japan Interest Rate Strategy Fund","48.53","4853000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jgbb",
"DXKW","WisdomTree Korea Hedged Equity Fund","19.1001","24830130","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxkw",
"GULF","WisdomTree Middle East Dividend Fund","14.77","35448000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gulf",
"CRDT","WisdomTree Strategic Corporate Bond Fund","71.0544","7105440","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crdt",
"DGRW","WisdomTree U.S. Quality Dividend Growth Fund","28.2","492090000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgrw",
"DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth Fund","23.63","22448500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dgrs",
"DXPS","WisdomTree United Kingdom Hedged Equity Fund","21.82","31639000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dxps",
"UBND","WisdomTree Western Asset Unconstrained Bond Fund","47.2","4720094.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubnd",
"WIX","Wix.com Ltd.","20.17","800634172.19","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/wix",
"WLRH","WL Ross Holding Corp.","9.97","623436562.5","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/wlrh",
"WLRHU","WL Ross Holding Corp.","10.29","411600000","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/wlrhu",
"WLRHW","WL Ross Holding Corp.","0.3351","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/wlrhw",
"WMIH","WMIH Corp.","2.23","459754718.05","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wmih",
"WBKC","Wolverine Bancorp, Inc.","26.5","57762898","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/wbkc",
"WWD","Woodward, Inc.","44.95","2841270845.75","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wwd",
"WKHS","Workhorse Group, Inc.","4.434","80311432.458","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/wkhs",
"WRLD","World Acceptance Corporation","33.59","299580476.6","n/a","1991","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wrld",
"WOWO","Wowo Limited","4.8162","31475422.6326","6535323","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/wowo",
"WPCS","WPCS International Incorporated","1.1999","3078841.4085","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/wpcs",
"WPPGY","WPP plc","102.29","1597164243.2","15614080","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/wppgy",
"WMGI","Wright Medical Group N.V.","20.64","2118739302.72","n/a","2011","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgi",
"WMGIZ","Wright Medical Group N.V.","1.1","0","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/wmgiz",
"WSFS","WSFS Financial Corporation","28.73","857682866.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsfs",
"WSFSL","WSFS Financial Corporation","27","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wsfsl",
"WSCI","WSI Industries Inc.","3.8101","11123586.95","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wsci",
"WVFC","WVS Financial Corp.","11.34","23123722.86","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/wvfc",
"WYNN","Wynn Resorts, Limited","59.13","6005746114.56","n/a","2002","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/wynn",
"XBIT","XBiotech Inc.","7.36","236877662.4","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xbit",
"XELB","Xcel Brands, Inc","6","110640420","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/xelb",
"XCRA","Xcerra Corporation","5.22","283578525.36","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/xcra",
"XNCR","Xencor, Inc.","11.78","476819095.34","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xncr",
"XBKS","Xenith Bankshares, Inc.","7.15","92868647.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/xbks",
"XENE","Xenon Pharmaceuticals Inc.","7.21","103652531.78","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xene",
"XNPT","XenoPort, Inc.","4.28","270528001.56","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xnpt",
"XGTI","XG Technology, Inc","0.165","2366572.56","n/a","2013","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/xgti",
"XGTIW","XG Technology, Inc","0.0652","0","n/a","2013","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/xgtiw",
"XLNX","Xilinx, Inc.","42.79","10995960934.64","n/a","1990","Technology","Semiconductors","http://www.nasdaq.com/symbol/xlnx",
"XOMA","XOMA Corporation","0.9337","110937344.2131","n/a","1986","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xoma",
"XPLR","Xplore Technologies Corp","4.29","46673080.74","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/xplr",
"XCOM","Xtera Communications, Inc.","3.68","62966018.08","n/a","2015","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/xcom",
"XTLB","XTL Biopharmaceuticals Ltd.","1.36","6086892.16","4475656","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/xtlb",
"XNET","Xunlei Limited","6.25","115537175","18485948","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/xnet",
"MESG","Xura, Inc.","21.03","525813678.84","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mesg",
"YHOO","Yahoo! Inc.","29.74","28085121982.56","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/yhoo",
"YNDX","Yandex N.V.","11.93","3804689962.43","n/a","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/yndx",
"YOD","You On Demand Holdings, Inc.","1.37","32918255.88","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/yod",
"YCB","Your Community Bankshares, Inc.","33.52","181233723.68","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ycb",
"YRCW","YRC Worldwide, Inc.","9.32","303980942.92","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/yrcw",
"YECO","Yulong Eco-Materials Limited","3.317","39372584.346","n/a","2015","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/yeco",
"YY","YY Inc.","57.65","2114352779.05","36675677","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/yy",
"ZFGN","Zafgen, Inc.","5.62","153058126.04","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/zfgn",
